Timestamp,ACC_X,ACC_Y,ACC_Z,Note,AGG,ED,SIB,Condition
1561024899000,0,0,0,0,0,0,0,0
1561024899031.25,0,0,0,1,0,0,0,0
1561024899062.5,0,0,0,1,0,0,0,0
1561024899093.75,0,0,0,1,0,0,0,0
1561024899125,0,0,0,1,0,0,0,0
1561024899156.25,0,0,0,1,0,0,0,0
1561024899187.5,0,0,0,1,0,0,0,0
1561024899218.75,0,0,0,1,0,0,0,0
1561024899250,0,0,0,1,0,0,0,0
1561024899281.25,0,0,0,1,0,0,0,0
1561024899312.5,0,0,0,1,0,0,0,0
1561024899343.75,0,0,0,1,0,0,0,0
1561024899375,0,0,0,1,0,0,0,0
1561024899406.25,0,0,0,1,0,0,0,0
1561024899437.5,0,0,0,1,0,0,0,0
1561024899468.75,0,0,0,1,0,0,0,0
1561024899500,0,0,0,1,0,0,0,0
1561024899531.25,0,0,0,1,0,0,0,0
1561024899562.5,0,0,0,1,0,0,0,0
1561024899593.75,0,0,0,1,0,0,0,0
1561024899625,0,0,0,1,0,0,0,0
1561024899656.25,0,0,0,1,0,0,0,0
1561024899687.5,0,0,0,1,0,0,0,0
1561024899718.75,0,0,0,1,0,0,0,0
1561024899750,0,0,0,1,0,0,0,0
1561024899781.25,0,0,0,1,0,0,0,0
1561024899812.5,0,0,0,1,0,0,0,0
1561024899843.75,0,0,0,1,0,0,0,0
1561024899875,0,0,0,1,0,0,0,0
1561024899906.25,0,0,0,1,0,0,0,0
1561024899937.5,0,0,0,1,0,0,0,0
1561024899968.75,0,0,0,1,0,0,0,0
1561024900000,0,0,0,1,0,0,0,0
1561024900031.25,0,0,0,1,0,0,0,0
1561024900062.5,0,0,0,1,0,0,0,0
1561024900093.75,0,0,0,1,0,0,0,0
1561024900125,0,0,0,1,0,0,0,0
1561024900156.25,0,0,0,1,0,0,0,0
1561024900187.5,0,0,0,1,0,0,0,0
1561024900218.75,0,0,0,1,0,0,0,0
1561024900250,0,0,0,1,0,0,0,0
