Timestamp,EDA,Note,AGG,ED,SIB,Condition
1574258277000,0,1,0,0,0,0
1574258277250,0,1,0,0,0,0
1574258277500,0,1,0,0,0,0
1574258277750,0,0,0,0,0,0
1574258278000,0,0,0,0,0,0
1574258278250,0,0,0,0,0,0
1574258278500,0,0,0,0,0,0
1574258278750,0,0,0,0,0,0
1574258279000,0,0,0,0,0,0
1574258279250,0,0,0,0,0,0
1574258279500,0,0,0,0,0,0
1574258279750,0,0,0,0,0,0
1574258280000,0,0,0,0,0,0
1574258280250,0,0,0,0,0,0
1574258280500,0,0,0,0,0,0
1574258280750,0,0,0,0,0,0
1574258281000,0,0,0,0,0,0
1574258281250,0,0,0,0,0,0
1574258281500,0,0,0,0,0,0
1574258281750,0,0,0,0,0,0
1574258282000,0,0,0,0,0,0
1574258282250,0,0,0,0,0,0
1574258282500,0,0,0,0,0,0
1574258282750,0,0,0,0,0,0
1574258283000,0,0,0,0,0,0
1574258283250,0,0,0,0,0,0
1574258283500,0,0,0,0,0,0
1574258283750,0,0,0,0,0,0
1574258284000,0,0,0,0,0,0
1574258284250,0,0,0,0,0,0
1574258284500,0,0,0,0,0,0
1574258284750,0,0,0,0,0,0
1574258285000,0,0,0,0,0,0
1574258285250,0,0,0,0,0,0
1574258285500,0,0,0,0,0,0
1574258285750,0,0,0,0,0,0
1574258286000,0,0,0,0,0,0
1574258286250,0,0,0,0,0,0
1574258286500,0,0,0,0,0,0
1574258286750,0,0,0,0,0,0
1574258287000,0,0,0,0,0,0
1574258287250,0,0,0,0,0,0
1574258287500,0,0,0,0,0,0
1574258287750,0,0,0,0,0,0
1574258288000,0,0,0,0,0,0
1574258288250,0,0,0,0,0,0
1574258288500,0,0,0,0,0,0
1574258288750,0,0,0,0,0,0
1574258289000,0,0,0,0,0,0
1574258289250,0,0,0,0,0,0
1574258289500,0,0,0,0,0,0
1574258289750,0,0,0,0,0,0
1574258290000,0,0,0,0,0,0
1574258290250,0,0,0,0,0,0
1574258290500,0,0,0,0,0,0
1574258290750,0,0,0,0,0,0
1574258291000,0,0,0,0,0,0
1574258291250,0,0,0,0,0,0
1574258291500,0,0,0,0,0,0
1574258291750,0,0,0,0,0,0
1574258292000,0,0,0,0,0,0
1574258292250,0,0,0,0,0,0
1574258292500,0,0,0,0,0,0
1574258292750,0,0,0,0,0,0
1574258293000,0,0,0,0,0,0
1574258293250,0,0,0,0,0,0
1574258293500,0,0,0,0,0,0
1574258293750,0,0,0,0,0,0
1574258294000,0,0,0,0,0,0
1574258294250,0,0,0,0,0,0
1574258294500,0,0,0,0,0,0
1574258294750,0,0,0,0,0,0
1574258295000,0,0,0,0,0,0
1574258295250,0,0,0,0,0,0
1574258295500,0,0,0,0,0,0
1574258295750,0,0,0,0,0,0
1574258296000,0,0,0,0,0,0
1574258296250,0.835026,0,0,0,0,0
1574258296500,0.720028,0,0,0,0,0
1574258296750,0.814801,0,0,0,0,0
1574258297000,0.821205,0,0,0,0,0
1574258297250,0.83145,0,0,0,0,0
1574258297500,0.818643,0,0,0,0,0
1574258297750,0.819924,0,0,0,0,0
1574258298000,0.817362,0,0,0,0,0
1574258298250,0.761011,0,0,0,0,0
1574258298500,0.81352,0,0,0,0,0
1574258298750,0.816082,0,0,0,0,0
1574258299000,0.818643,0,0,0,0,0
1574258299250,0.818643,0,0,0,0,0
1574258299500,0.816082,0,0,0,0,0
1574258299750,0.81224,0,0,0,0,0
1574258300000,0.81224,0,0,0,0,0
1574258300250,0.817362,0,0,0,0,0
1574258300500,0.803275,0,0,0,0,0
1574258300750,0.800713,0,0,0,0,0
1574258301000,0.805836,0,0,0,0,0
1574258301250,0.800713,0,0,0,0,0
1574258301500,0.796871,0,0,0,0,0
1574258301750,0.791748,0,0,0,0,0
1574258302000,0.790467,0,0,0,0,0
1574258302250,0.790467,0,0,0,0,0
1574258302500,0.784064,0,0,0,0,0
1574258302750,0.781502,0,0,0,0,0
1574258303000,0.781502,0,0,0,0,0
1574258303250,0.77766,0,0,0,0,0
1574258303500,0.773818,0,0,0,0,0
1574258303750,0.771257,0,0,0,0,0
1574258304000,0.771257,0,0,0,0,0
1574258304250,0.771257,0,0,0,0,0
1574258304500,0.768695,0,0,0,0,0
1574258304750,0.764853,0,0,0,0,0
1574258305000,0.767415,0,0,0,0,0
1574258305250,0.764853,0,0,0,0,0
1574258305500,0.75973,0,0,0,0,0
1574258305750,0.75973,0,0,0,0,0
1574258306000,0.757169,0,0,0,0,0
1574258306250,0.754607,0,0,0,0,0
1574258306500,0.749485,0,0,0,0,0
1574258306750,0.750765,0,0,0,0,0
1574258307000,0.748204,0,0,0,0,0
1574258307250,0.743081,0,0,0,0,0
1574258307500,0.7418,0,0,0,0,0
1574258307750,0.74052,0,0,0,0,0
1574258308000,0.737958,0,0,0,0,0
1574258308250,0.736677,0,0,0,0,0
1574258308500,0.749485,0,0,0,0,0
1574258308750,0.745642,0,0,0,0,0
1574258309000,0.744362,0,0,0,0,0
1574258309250,0.745642,0,0,0,0,0
1574258309500,0.744362,0,0,0,0,0
1574258309750,0.743081,0,0,0,0,0
1574258310000,0.74052,0,0,0,0,0
1574258310250,0.732835,0,0,0,0,0
1574258310500,0.734116,0,0,0,0,0
1574258310750,0.732835,0,0,0,0,0
1574258311000,0.730274,0,0,0,0,0
1574258311250,0.725151,0,0,0,0,0
1574258311500,0.725151,0,0,0,0,0
1574258311750,0.72259,0,0,0,0,0
1574258312000,0.720028,0,0,0,0,0
1574258312250,0.721309,0,0,0,0,0
1574258312500,0.718747,0,0,0,0,0
1574258312750,0.712344,0,0,0,0,0
1574258313000,0.713625,0,0,0,0,0
1574258313250,0.709782,0,0,0,0,0
1574258313500,0.70594,0,0,0,0,0
1574258313750,0.703379,0,0,0,0,0
1574258314000,0.70466,0,0,0,0,0
1574258314250,0.702098,0,0,0,0,0
1574258314500,0.696975,0,0,0,0,0
1574258314750,0.696975,0,0,0,0,0
1574258315000,0.694414,0,0,0,0,0
1574258315250,0.693133,0,0,0,0,0
1574258315500,0.6688,0,0,0,0,0
1574258315750,0.771257,0,0,0,0,0
1574258316000,0.772537,0,0,0,0,0
1574258316250,0.771257,0,0,0,0,0
1574258316500,0.77638,0,0,0,0,0
1574258316750,0.769976,0,0,0,0,0
1574258317000,0.767415,0,0,0,0,0
1574258317250,0.763572,0,0,0,0,0
1574258317500,0.75845,0,0,0,0,0
1574258317750,0.752046,0,0,0,0,0
1574258318000,0.746923,0,0,0,0,0
1574258318250,0.748204,0,0,0,0,0
1574258318500,0.743081,0,0,0,0,0
1574258318750,0.739239,0,0,0,0,0
1574258319000,0.737958,0,0,0,0,0
1574258319250,0.735397,0,0,0,0,0
1574258319500,0.736677,0,0,0,0,0
1574258319750,0.736677,0,0,0,0,0
1574258320000,0.732835,0,0,0,0,0
1574258320250,0.725151,0,0,0,0,0
1574258320500,0.72387,0,0,0,0,0
1574258320750,0.72259,0,0,0,0,0
1574258321000,0.716186,0,0,0,0,0
1574258321250,0.716186,0,0,0,0,0
1574258321500,0.716186,0,0,0,0,0
1574258321750,0.711063,0,0,0,0,0
1574258322000,0.709782,0,0,0,0,0
1574258322250,0.708502,0,0,0,0,0
1574258322500,0.702098,0,0,0,0,0
1574258322750,0.700817,0,0,0,0,0
1574258323000,0.699537,0,0,0,0,0
1574258323250,0.699537,0,0,0,0,0
1574258323500,0.694414,0,0,0,0,0
1574258323750,0.694414,0,0,0,0,0
1574258324000,0.690572,0,0,0,0,0
1574258324250,0.689291,0,0,0,0,0
1574258324500,0.68673,0,0,0,0,0
1574258324750,0.684168,0,0,0,0,0
1574258325000,0.68801,0,0,0,0,0
1574258325250,0.684168,0,0,0,0,0
1574258325500,0.680326,0,0,0,0,0
1574258325750,0.681607,0,0,0,0,0
1574258326000,0.679045,0,0,0,0,0
